,complexity,trueFunction,seed,tableLength,numGenerations,inferredFunc,numInputParameters
981,2,"add(r2,add(r1,i2))",4,20,100,"add(9, r2)",3
982,2,"add(r2,add(r1,i2))",4,20,200,"add(r1, add(i2, r2))",3
983,2,"add(r2,add(r1,i2))",4,20,300,"add(r1, add(i2, r2))",3
984,2,"add(r2,add(r1,i2))",4,40,100,"add(8, i2)",3
985,2,"add(r2,add(r1,i2))",4,40,200,"add(8, i2)",3
986,2,"add(r2,add(r1,i2))",4,40,300,"add(r1, add(r2, i2))",3
987,2,"add(r2,add(r1,i2))",4,60,100,"add(r0, add(r2, r1))",3
988,2,"add(r2,add(r1,i2))",4,60,200,"add(r1, add(r2, i2))",3
989,2,"add(r2,add(r1,i2))",4,60,300,"add(r1, add(r2, i2))",3
990,2,"add(r1,add(r1,i2))",0,20,100,"add(9, r1)",3
991,2,"add(r1,add(r1,i2))",0,20,200,"add(mul(2, r1), i2)",3
992,2,"add(r1,add(r1,i2))",0,20,300,"add(mul(2, r1), i2)",3
993,2,"add(r1,add(r1,i2))",0,40,100,"add(8, r1)",3
994,2,"add(r1,add(r1,i2))",0,40,200,"add(9, r1)",3
995,2,"add(r1,add(r1,i2))",0,40,300,"add(i2, mul(2, r1))",3
996,2,"add(r1,add(r1,i2))",0,60,100,"add(9, r1)",3
997,2,"add(r1,add(r1,i2))",0,60,200,"add(i2, mul(2, r1))",3
998,2,"add(r1,add(r1,i2))",0,60,300,"add(i2, mul(2, r1))",3
999,2,"add(r1,add(r1,i2))",1,20,100,"add(9, r1)",3
1000,2,"add(r1,add(r1,i2))",1,20,200,"add(9, r1)",3
1001,2,"add(r1,add(r1,i2))",1,20,300,"add(9, r1)",3
1002,2,"add(r1,add(r1,i2))",1,40,100,"add(9, r1)",3
1003,2,"add(r1,add(r1,i2))",1,40,200,"add(9, r1)",3
1004,2,"add(r1,add(r1,i2))",1,40,300,"add(mul(2, r1), i2)",3
1005,2,"add(r1,add(r1,i2))",1,60,100,"add(9, r1)",3
1006,2,"add(r1,add(r1,i2))",1,60,200,"add(9, r1)",3
1007,2,"add(r1,add(r1,i2))",1,60,300,"add(9, r1)",3
1008,2,"add(r1,add(r1,i2))",2,20,100,"add(9, r1)",3
1009,2,"add(r1,add(r1,i2))",2,20,200,"add(9, r1)",3
1010,2,"add(r1,add(r1,i2))",2,20,300,"add(mul(2, r1), i2)",3
1011,2,"add(r1,add(r1,i2))",2,40,100,"add(9, r1)",3
1012,2,"add(r1,add(r1,i2))",2,40,200,"add(i2, mul(2, r1))",3
1013,2,"add(r1,add(r1,i2))",2,40,300,"add(i2, mul(2, r1))",3
1014,2,"add(r1,add(r1,i2))",2,60,100,"add(9, r1)",3
1015,2,"add(r1,add(r1,i2))",2,60,200,"add(9, r1)",3
1016,2,"add(r1,add(r1,i2))",2,60,300,"add(9, r1)",3
1017,2,"add(r1,add(r1,i2))",3,20,100,"add(9, r1)",3
1018,2,"add(r1,add(r1,i2))",3,20,200,"add(9, r1)",3
1019,2,"add(r1,add(r1,i2))",3,20,300,"add(i2, mul(2, r1))",3
1020,2,"add(r1,add(r1,i2))",3,40,100,"add(9, r1)",3
1021,2,"add(r1,add(r1,i2))",3,40,200,"add(9, r1)",3
1022,2,"add(r1,add(r1,i2))",3,40,300,"add(mul(2, r1), i2)",3
1023,2,"add(r1,add(r1,i2))",3,60,100,"add(12, r1)",3
1024,2,"add(r1,add(r1,i2))",3,60,200,"add(9, r1)",3
1025,2,"add(r1,add(r1,i2))",3,60,300,"add(9, r1)",3
1026,2,"add(r1,add(r1,i2))",4,20,100,"add(9, r1)",3
1027,2,"add(r1,add(r1,i2))",4,20,200,"add(9, r1)",3
1028,2,"add(r1,add(r1,i2))",4,20,300,"add(mul(2, r1), i2)",3
1029,2,"add(r1,add(r1,i2))",4,40,100,"add(14, i2)",3
1030,2,"add(r1,add(r1,i2))",4,40,200,"add(9, r1)",3
1031,2,"add(r1,add(r1,i2))",4,40,300,"add(mul(2, r1), i2)",3
1032,2,"add(r1,add(r1,i2))",4,60,100,"add(9, r1)",3
1033,2,"add(r1,add(r1,i2))",4,60,200,"add(9, r1)",3
1034,2,"add(r1,add(r1,i2))",4,60,300,"add(9, r1)",3
1035,2,"add(r2,add(r1,i2))",0,20,100,"add(9, i2)",3
1036,2,"add(r2,add(r1,i2))",0,20,200,"add(10, i2)",3
1037,2,"add(r2,add(r1,i2))",0,20,300,"add(r1, add(r2, i2))",3
1038,2,"add(r2,add(r1,i2))",0,40,100,"add(10, i2)",3
1039,2,"add(r2,add(r1,i2))",0,40,200,"add(r2, add(i2, r1))",3
1040,2,"add(r2,add(r1,i2))",0,40,300,"add(r2, add(i2, r1))",3
1041,2,"add(r2,add(r1,i2))",0,60,100,"add(i2, add(r2, r1))",3
1042,2,"add(r2,add(r1,i2))",0,60,200,"add(i2, add(r2, r1))",3
1043,2,"add(r2,add(r1,i2))",0,60,300,"add(i2, add(r2, r1))",3
1044,2,"add(r2,add(r1,i2))",1,20,100,"add(9, r1)",3
1045,2,"add(r2,add(r1,i2))",1,20,200,"add(10, i2)",3
1046,2,"add(r2,add(r1,i2))",1,20,300,"add(10, i2)",3
1047,2,"add(r2,add(r1,i2))",1,40,100,"add(10, i2)",3
1048,2,"add(r2,add(r1,i2))",1,40,200,"add(10, i2)",3
1049,2,"add(r2,add(r1,i2))",1,40,300,"add(i2, add(r2, r1))",3
1050,2,"add(r2,add(r1,i2))",1,60,100,"add(9, r1)",3
1051,2,"add(r2,add(r1,i2))",1,60,200,"add(5, add(i2, r1))",3
1052,2,"add(r2,add(r1,i2))",1,60,300,"add(r2, add(r1, i2))",3
1053,2,"add(r2,add(r1,i2))",2,20,100,"add(10, i2)",3
1054,2,"add(r2,add(r1,i2))",2,20,200,"add(10, i2)",3
1055,2,"add(r2,add(r1,i2))",2,20,300,"add(r2, add(r1, i2))",3
1056,2,"add(r2,add(r1,i2))",2,40,100,"add(i2, mul(2, r1))",3
1057,2,"add(r2,add(r1,i2))",2,40,200,"add(r2, add(i2, r1))",3
1058,2,"add(r2,add(r1,i2))",2,40,300,"add(r2, add(i2, r1))",3
1059,2,"add(r2,add(r1,i2))",2,60,100,"add(9, r1)",3
1060,2,"add(r2,add(r1,i2))",2,60,200,"add(1, add(r2, i2))",3
1061,2,"add(r2,add(r1,i2))",2,60,300,"add(i2, add(r1, r2))",3
1062,2,"add(r2,add(r1,i2))",3,20,100,"add(10, i2)",3
1063,2,"add(r2,add(r1,i2))",3,20,200,"add(10, i2)",3
1064,2,"add(r2,add(r1,i2))",3,20,300,"add(10, i2)",3
1065,2,"add(r2,add(r1,i2))",3,40,100,"add(9, r1)",3
1066,2,"add(r2,add(r1,i2))",3,40,200,"add(10, i2)",3
1067,2,"add(r2,add(r1,i2))",3,40,300,"add(10, i2)",3
1068,2,"add(r2,add(r1,i2))",3,60,100,"add(14, add(r1, mul(-1, i0)))",3
1069,2,"add(r2,add(r1,i2))",3,60,200,"add(r2, add(i2, r1))",3
1070,2,"add(r2,add(r1,i2))",3,60,300,"add(r2, add(i2, r1))",3
1071,2,"add(r2,add(r1,i2))",4,20,100,16,3
1072,2,"add(r2,add(r1,i2))",4,20,200,"add(10, i2)",3
1073,2,"add(r2,add(r1,i2))",4,20,300,"add(r2, add(i2, r1))",3
1074,2,"add(r2,add(r1,i2))",4,40,100,"add(9, r1)",3
1075,2,"add(r2,add(r1,i2))",4,40,200,"add(10, i2)",3
1076,2,"add(r2,add(r1,i2))",4,40,300,"add(r2, add(i2, r1))",3
1077,2,"add(r2,add(r1,i2))",4,60,100,"add(r1, add(r2, i2))",3
1078,2,"add(r2,add(r1,i2))",4,60,200,"add(r1, add(r2, i2))",3
1079,2,"add(r2,add(r1,i2))",4,60,300,"add(r1, add(r2, i2))",3
1080,3,"mul(r2,add(r1,add(r1,i2)))",0,20,100,"mul(18, r2)",3
1081,3,"mul(r2,add(r1,add(r1,i2)))",0,20,200,"mul(r2, add(9, r1))",3
1082,3,"mul(r2,add(r1,add(r1,i2)))",0,20,300,"mul(r2, add(9, r1))",3
1083,3,"mul(r2,add(r1,add(r1,i2)))",0,40,100,"mul(i2, add(r1, r2))",3
1084,3,"mul(r2,add(r1,add(r1,i2)))",0,40,200,"mul(r2, add(r2, i2))",3
1085,3,"mul(r2,add(r1,add(r1,i2)))",0,40,300,"mul(3, mul(r1, r2))",3
1086,3,"mul(r2,add(r1,add(r1,i2)))",0,60,100,"mul(r2, add(8, i0))",3
1087,3,"mul(r2,add(r1,add(r1,i2)))",0,60,200,"mul(10, r2)",3
1088,3,"mul(r2,add(r1,add(r1,i2)))",0,60,300,"mul(2, mul(r1, r2))",3
1089,3,"mul(r2,add(r1,add(r1,i2)))",1,20,100,"mul(r2, add(8, i0))",3
1090,3,"mul(r2,add(r1,add(r1,i2)))",1,20,200,"mul(r2, add(8, i0))",3
1091,3,"mul(r2,add(r1,add(r1,i2)))",1,20,300,"mul(2, mul(r1, r2))",3
1092,3,"mul(r2,add(r1,add(r1,i2)))",1,40,100,"mul(r2, add(i2, r1))",3
1093,3,"mul(r2,add(r1,add(r1,i2)))",1,40,200,"mul(r2, add(i2, r1))",3
1094,3,"mul(r2,add(r1,add(r1,i2)))",1,40,300,"mul(r2, add(i2, r1))",3
1095,3,"mul(r2,add(r1,add(r1,i2)))",1,60,100,"mul(9, r2)",3
1096,3,"mul(r2,add(r1,add(r1,i2)))",1,60,200,"mul(i2, add(r1, r2))",3
1097,3,"mul(r2,add(r1,add(r1,i2)))",1,60,300,"mul(r2, add(i2, r1))",3
1098,3,"mul(r2,add(r1,add(r1,i2)))",2,20,100,"mul(r2, add(i2, r0))",3
1099,3,"mul(r2,add(r1,add(r1,i2)))",2,20,200,"mul(r2, add(r2, i2))",3
1100,3,"mul(r2,add(r1,add(r1,i2)))",2,20,300,"mul(2, mul(r1, r2))",3
1101,3,"mul(r2,add(r1,add(r1,i2)))",2,40,100,"mul(r2, add(r1, i0))",3
1102,3,"mul(r2,add(r1,add(r1,i2)))",2,40,200,"mul(r2, add(r1, i0))",3
1103,3,"mul(r2,add(r1,add(r1,i2)))",2,40,300,"mul(2, mul(r1, r2))",3
1104,3,"mul(r2,add(r1,add(r1,i2)))",2,60,100,"mul(2, mul(i2, r2))",3
1105,3,"mul(r2,add(r1,add(r1,i2)))",2,60,200,"mul(2, mul(i2, r2))",3
1106,3,"mul(r2,add(r1,add(r1,i2)))",2,60,300,"mul(2, mul(i2, r2))",3
1107,3,"mul(r2,add(r1,add(r1,i2)))",3,20,100,"mul(16, r2)",3
1108,3,"mul(r2,add(r1,add(r1,i2)))",3,20,200,"mul(r2, add(r0, r1))",3
1109,3,"mul(r2,add(r1,add(r1,i2)))",3,20,300,"mul(r2, add(r0, r1))",3
1110,3,"mul(r2,add(r1,add(r1,i2)))",3,40,100,"mul(r2, add(r1, i0))",3
1111,3,"mul(r2,add(r1,add(r1,i2)))",3,40,200,"mul(r2, add(r1, i0))",3
1112,3,"mul(r2,add(r1,add(r1,i2)))",3,40,300,"mul(2, mul(r1, r2))",3
1113,3,"mul(r2,add(r1,add(r1,i2)))",3,60,100,"mul(r2, add(r2, i0))",3
1114,3,"mul(r2,add(r1,add(r1,i2)))",3,60,200,"mul(r2, add(i2, r2))",3
1115,3,"mul(r2,add(r1,add(r1,i2)))",3,60,300,"mul(r2, add(i2, r1))",3
1116,3,"mul(r2,add(r1,add(r1,i2)))",4,20,100,"add(i2, add(r1, mul(3, mul(r1, r2))))",3
1117,3,"mul(r2,add(r1,add(r1,i2)))",4,20,200,"add(i2, add(r1, mul(3, mul(r1, r2))))",3
1118,3,"mul(r2,add(r1,add(r1,i2)))",4,20,300,"mul(3, mul(r1, r2))",3
1119,3,"mul(r2,add(r1,add(r1,i2)))",4,40,100,"mul(9, r2)",3
1120,3,"mul(r2,add(r1,add(r1,i2)))",4,40,200,"mul(9, r2)",3
1121,3,"mul(r2,add(r1,add(r1,i2)))",4,40,300,"mul(r2, add(6, r2))",3
1122,3,"mul(r2,add(r1,add(r1,i2)))",4,60,100,"mul(i2, add(r2, r1))",3
1123,3,"mul(r2,add(r1,add(r1,i2)))",4,60,200,"mul(i2, add(r2, r1))",3
1124,3,"mul(r2,add(r1,add(r1,i2)))",4,60,300,"mul(2, mul(i2, r2))",3
1125,3,"mul(r1,add(r1,add(r1,i2)))",0,20,100,"mul(r1, add(9, i1))",3
1126,3,"mul(r1,add(r1,add(r1,i2)))",0,20,200,"mul(14, r1)",3
1127,3,"mul(r1,add(r1,add(r1,i2)))",0,20,300,"mul(r1, add(mul(2, r1), i1))",3
1128,3,"mul(r1,add(r1,add(r1,i2)))",0,40,100,"mul(r1, add(8, r1))",3
1129,3,"mul(r1,add(r1,add(r1,i2)))",0,40,200,"mul(r1, add(8, r1))",3
1130,3,"mul(r1,add(r1,add(r1,i2)))",0,40,300,"add(mul(i1, r1), mul(r1, add(5, r1)))",3
1131,3,"mul(r1,add(r1,add(r1,i2)))",0,60,100,"mul(18, r1)",3
1132,3,"mul(r1,add(r1,add(r1,i2)))",0,60,200,"mul(18, r1)",3
1133,3,"mul(r1,add(r1,add(r1,i2)))",0,60,300,"mul(18, r1)",3
1134,3,"mul(r1,add(r1,add(r1,i2)))",1,20,100,"add(i1, mul(24, r1))",3
1135,3,"mul(r1,add(r1,add(r1,i2)))",1,20,200,"mul(20, r1)",3
1136,3,"mul(r1,add(r1,add(r1,i2)))",1,20,300,"mul(20, r1)",3
1137,3,"mul(r1,add(r1,add(r1,i2)))",1,40,100,"add(mul(r1, add(i2, i0)), i0)",3
1138,3,"mul(r1,add(r1,add(r1,i2)))",1,40,200,"mul(r1, add(r0, r1))",3
1139,3,"mul(r1,add(r1,add(r1,i2)))",1,40,300,"add(30, add(mul(-1, i2), add(mul(r1, r1), mul(i2, r1))))",3
1140,3,"mul(r1,add(r1,add(r1,i2)))",1,60,100,"mul(20, r1)",3
1141,3,"mul(r1,add(r1,add(r1,i2)))",1,60,200,"mul(20, r1)",3
1142,3,"mul(r1,add(r1,add(r1,i2)))",1,60,300,"mul(20, r1)",3
1143,3,"mul(r1,add(r1,add(r1,i2)))",2,20,100,"mul(3, mul(r0, r1))",3
1144,3,"mul(r1,add(r1,add(r1,i2)))",2,20,200,"mul(r1, add(9, r1))",3
1145,3,"mul(r1,add(r1,add(r1,i2)))",2,20,300,"mul(r1, add(9, r1))",3
1146,3,"mul(r1,add(r1,add(r1,i2)))",2,40,100,"mul(r1, add(r1, r2))",3
1147,3,"mul(r1,add(r1,add(r1,i2)))",2,40,200,"mul(20, r1)",3
1148,3,"mul(r1,add(r1,add(r1,i2)))",2,40,300,"mul(20, r1)",3
1149,3,"mul(r1,add(r1,add(r1,i2)))",2,60,100,"mul(10, r1)",3
1150,3,"mul(r1,add(r1,add(r1,i2)))",2,60,200,"mul(24, r1)",3
1151,3,"mul(r1,add(r1,add(r1,i2)))",2,60,300,"mul(r1, add(9, i2))",3
1152,3,"mul(r1,add(r1,add(r1,i2)))",3,20,100,"mul(20, r2)",3
1153,3,"mul(r1,add(r1,add(r1,i2)))",3,20,200,"mul(18, r1)",3
1154,3,"mul(r1,add(r1,add(r1,i2)))",3,20,300,"mul(18, r1)",3
1155,3,"mul(r1,add(r1,add(r1,i2)))",3,40,100,"add(i1, mul(10, r1))",3
1156,3,"mul(r1,add(r1,add(r1,i2)))",3,40,200,"mul(r1, add(8, add(i1, i0)))",3
1157,3,"mul(r1,add(r1,add(r1,i2)))",3,40,300,"mul(r1, add(8, add(i1, i0)))",3
1158,3,"mul(r1,add(r1,add(r1,i2)))",3,60,100,"mul(16, r1)",3
1159,3,"mul(r1,add(r1,add(r1,i2)))",3,60,200,"mul(16, r1)",3
1160,3,"mul(r1,add(r1,add(r1,i2)))",3,60,300,"mul(18, r1)",3
1161,3,"mul(r1,add(r1,add(r1,i2)))",4,20,100,"mul(24, r1)",3
1162,3,"mul(r1,add(r1,add(r1,i2)))",4,20,200,"mul(12, r1)",3
1163,3,"mul(r1,add(r1,add(r1,i2)))",4,20,300,"mul(20, r1)",3
1164,3,"mul(r1,add(r1,add(r1,i2)))",4,40,100,"mul(20, r1)",3
1165,3,"mul(r1,add(r1,add(r1,i2)))",4,40,200,"mul(20, r1)",3
1166,3,"mul(r1,add(r1,add(r1,i2)))",4,40,300,"mul(20, r1)",3
1167,3,"mul(r1,add(r1,add(r1,i2)))",4,60,100,"mul(15, r1)",3
1168,3,"mul(r1,add(r1,add(r1,i2)))",4,60,200,"mul(18, r1)",3
1169,3,"mul(r1,add(r1,add(r1,i2)))",4,60,300,"mul(18, r1)",3
1170,3,"mul(r2,add(r1,add(r1,i2)))",0,20,100,"add(mul(r2, add(i0, i2)), r1)",3
1171,3,"mul(r2,add(r1,add(r1,i2)))",0,20,200,"add(r1, add(i1, mul(r2, add(i0, i2))))",3
1172,3,"mul(r2,add(r1,add(r1,i2)))",0,20,300,"mul(r2, add(i0, r1))",3
1173,3,"mul(r2,add(r1,add(r1,i2)))",0,40,100,"mul(r2, add(i0, r1))",3
1174,3,"mul(r2,add(r1,add(r1,i2)))",0,40,200,"mul(r2, add(r0, r1))",3
1175,3,"mul(r2,add(r1,add(r1,i2)))",0,40,300,"mul(r2, add(r0, r1))",3
1176,3,"mul(r2,add(r1,add(r1,i2)))",0,60,100,"mul(i2, add(r1, r2))",3
1177,3,"mul(r2,add(r1,add(r1,i2)))",0,60,200,"mul(r2, add(r1, r2))",3
1178,3,"mul(r2,add(r1,add(r1,i2)))",0,60,300,"mul(r2, add(r1, r2))",3
1179,3,"mul(r2,add(r1,add(r1,i2)))",1,20,100,"mul(8, r2)",3
1180,3,"mul(r2,add(r1,add(r1,i2)))",1,20,200,"mul(r2, add(7, i0))",3
1181,3,"mul(r2,add(r1,add(r1,i2)))",1,20,300,"mul(2, mul(r1, r2))",3
1182,3,"mul(r2,add(r1,add(r1,i2)))",1,40,100,"mul(8, r2)",3
1183,3,"mul(r2,add(r1,add(r1,i2)))",1,40,200,"mul(r2, add(r0, r1))",3
1184,3,"mul(r2,add(r1,add(r1,i2)))",1,40,300,"mul(2, mul(r1, r2))",3
1185,3,"mul(r2,add(r1,add(r1,i2)))",1,60,100,"add(mul(r1, add(r2, r1)), i1)",3
1186,3,"mul(r2,add(r1,add(r1,i2)))",1,60,200,"add(42, mul(r1, r2))",3
1187,3,"mul(r2,add(r1,add(r1,i2)))",1,60,300,"add(42, mul(r1, r2))",3
1188,3,"mul(r2,add(r1,add(r1,i2)))",2,20,100,"add(i2, mul(2, mul(r1, r2)))",3
1189,3,"mul(r2,add(r1,add(r1,i2)))",2,20,200,"add(i2, mul(2, mul(r1, r2)))",3
1190,3,"mul(r2,add(r1,add(r1,i2)))",2,20,300,"add(i2, mul(2, mul(r1, r2)))",3
1191,3,"mul(r2,add(r1,add(r1,i2)))",2,40,100,"mul(r1, add(r1, r2))",3
1192,3,"mul(r2,add(r1,add(r1,i2)))",2,40,200,"mul(r2, add(r2, i2))",3
1193,3,"mul(r2,add(r1,add(r1,i2)))",2,40,300,"add(i2, mul(2, mul(r1, r2)))",3
1194,3,"mul(r2,add(r1,add(r1,i2)))",2,60,100,"add(i2, mul(8, r2))",3
1195,3,"mul(r2,add(r1,add(r1,i2)))",2,60,200,"mul(r2, add(5, r1))",3
1196,3,"mul(r2,add(r1,add(r1,i2)))",2,60,300,"mul(r2, add(mul(2, r1), i0))",3
1197,3,"mul(r2,add(r1,add(r1,i2)))",3,20,100,"mul(3, mul(r1, r2))",3
1198,3,"mul(r2,add(r1,add(r1,i2)))",3,20,200,"mul(3, mul(r1, r2))",3
1199,3,"mul(r2,add(r1,add(r1,i2)))",3,20,300,"mul(3, mul(r1, r2))",3
1200,3,"mul(r2,add(r1,add(r1,i2)))",3,40,100,"mul(r1, add(r2, r1))",3
1201,3,"mul(r2,add(r1,add(r1,i2)))",3,40,200,"mul(15, r2)",3
1202,3,"mul(r2,add(r1,add(r1,i2)))",3,40,300,"mul(r2, add(9, r1))",3
1203,3,"mul(r2,add(r1,add(r1,i2)))",3,60,100,"mul(r2, add(6, r1))",3
1204,3,"mul(r2,add(r1,add(r1,i2)))",3,60,200,"mul(r2, add(6, r1))",3
1205,3,"mul(r2,add(r1,add(r1,i2)))",3,60,300,"mul(r2, add(i2, r1))",3
1206,3,"mul(r2,add(r1,add(r1,i2)))",4,20,100,"add(6, mul(2, mul(r1, r2)))",3
1207,3,"mul(r2,add(r1,add(r1,i2)))",4,20,200,"mul(2, mul(r1, r2))",3
1208,3,"mul(r2,add(r1,add(r1,i2)))",4,20,300,"add(6, add(mul(6, r2), mul(r1, r2)))",3
1209,3,"mul(r2,add(r1,add(r1,i2)))",4,40,100,"add(mul(7, r2), mul(7, i2))",3
1210,3,"mul(r2,add(r1,add(r1,i2)))",4,40,200,"mul(9, r2)",3
1211,3,"mul(r2,add(r1,add(r1,i2)))",4,40,300,"mul(r2, add(6, r1))",3
1212,3,"mul(r2,add(r1,add(r1,i2)))",4,60,100,"add(mul(r1, r1), add(i2, add(r2, r0)))",3
1213,3,"mul(r2,add(r1,add(r1,i2)))",4,60,200,"mul(r2, add(r0, r1))",3
1214,3,"mul(r2,add(r1,add(r1,i2)))",4,60,300,"mul(r2, add(9, r1))",3
